,SKU,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,linkofproduct
292,"yopah j1 3.5 mm high Performance Gaming Headset with Noise Cancellation, RGB LED Lights,Boom mic for PC,Laptop, PS4,x Box,Tablets (Yellow Green Camou Flag Pattern)",0,0,0,"1,499",5.0,1,48,"Saturday, February 5",0,https://www.amazon.in/yopah-Performance-Headset-Cancellation-Tablets/dp/B08GPN8DS1/ref=sr_1_215?keywords=Gaming+headset&qid=1643272699&sr=8-215
293,HP X1000 Wireless Gaming Headset with 7.1 Surround Sound and Flexible Boom Microphone,0,0,0,"5,989",3.6,6,25,"Tuesday, February 1",1,https://www.amazon.in/HP-X1000-Wireless-Gaming-Headset/dp/B087QVCHV5/ref=sr_1_216?keywords=Gaming+headset&qid=1643272699&sr=8-216
294,(Renewed) Razer Thresher – Wireless and Wired Gaming Headset for PS4™ - RZ04-02580100-R3G1,0,0,0,"5,999",0,0,54,"Friday, February 4",1,https://www.amazon.in/Renewed-Razer-Thresher-Wireless-RZ04-02580100-R3G1/dp/B0881TS5QH/ref=sr_1_217?keywords=Gaming+headset&qid=1643272699&sr=8-217
295,"Cosmic Byte GS410 Headphones with Mic and for PS4, Xbox One, Laptop, PC, iPhone and Android Phones&Kotion Each Over The Ear Headsets with Mic & LED - G2000 Edition (Black/Blue)",0,0,0,"2,254",4.1,"18,613",16,,1,https://www.amazon.in/Cosmic-Byte-Headphones-Android-Headsets/dp/B08D3SFCP4/ref=sr_1_218?keywords=Gaming+headset&qid=1643272699&sr=8-218
296,Logitech G333 Gaming Earphones with Gaming-Grade Dual Drivers with USB-C Adapter & in-line Mic and Volume Control with 3.5mm aux - Black,1,0,0,"4,245",3.8,194,15,"Saturday, January 29",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A0038735Z2E1M04BKIX5&url=%2FLogitech-G333-Earphones-Gaming-Grade-Drivers%2Fdp%2FB08YN98CN4%2Fref%3Dsr_1_219_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643272699%26sr%3D8-219-spons%26psc%3D1&qualifier=1643272699&id=5281795451081770&widgetName=sp_mtf
297,HP H150 Gaming Headset with Portable Plug-in Microphone(5YR85AA),1,0,0,998,3.6,80,23,"Wednesday, February 2",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A00754932FQAXZN9HBXWP&url=%2FHP-H150-Gaming-Headset-5YR85AA%2Fdp%2FB08498BYVG%2Fref%3Dsr_1_220_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643272699%26sr%3D8-220-spons%26psc%3D1%26smid%3DAJRK4JF48YXA&qualifier=1643272699&id=5281795451081770&widgetName=sp_mtf
298,Rapoo VH150 Gaming Headset USB Surround Sound Breathing LED Backlight Headphone with Microphone for Gamer,0,0,0,"2,299",3.8,130,23,"Wednesday, February 2",0,https://www.amazon.in/Rapoo-VH150-Backlit-Gaming-Headset/dp/B07DWH2J25/ref=sr_1_221?keywords=Gaming+headset&qid=1643272699&sr=8-221
299,"Zoook Sniper Professional Gaming Headset for Xbox One PS4 Headset,LED Light, Over-Ear Gaming Headphones with Soft Memory Earmuffs for PC, Mac, Laptop, Nintendo Switch, Red-Black (ZK-Sniper)",0,0,0,"1,170",5.0,2,41,"Wednesday, February 2",1,https://www.amazon.in/Zoook-Professional-Canceling-Microphone-Headphones/dp/B08JZB15KT/ref=sr_1_222?keywords=Gaming+headset&qid=1643272699&sr=8-222
300,"Zebronics Zeb-Iron Head Premium Gaming Headphone with 50mm Neodymium Drivers, RGB LED, Dual 3.5mm connectors, 2m Braided Cable, Soft Ear Cushions, Suspended Headband, Flexible mic and Lightweight",0,0,0,999,4.1,496,64,"Saturday, January 29",1,https://www.amazon.in/ZEBRONICS-Zeb-Iron-Over-Ear-Headphone-Connectors/dp/B08TJ9T4TN/ref=sr_1_223?keywords=Gaming+headset&qid=1643272699&sr=8-223
301,"X33 PUBG Over Ear Wired Gaming Headset with Adjustable Boom Mic, Volume Control",0,0,0,799,0,0,50,"Saturday, February 5",0,https://www.amazon.in/Wired-Gaming-Headset-Adjustable-Control/dp/B097TLRHJ4/ref=sr_1_224?keywords=Gaming+headset&qid=1643272699&sr=8-224
302,Xbox Wireless Headset,0,0,0,"7,994",5.0,2,0,"Saturday, January 29",1,https://www.amazon.in/Microsoft-Xbox-Wireless-Headset/dp/B09HSHXYCR/ref=sr_1_225?keywords=Gaming+headset&qid=1643272699&sr=8-225
303,"Auxigen Bassbuds Jade True Wireless Gaming Headphone with 40Hrs Total Playtime with Case, Low Latency, Deep Bass, BT5.0, Touch Control, Dual Mic, Passive Noise Cancellation & IPX4 Waterproof(White)",0,0,0,"1,299",4.1,6,35,"Friday, February 4",1,https://www.amazon.in/Auxigen-Bassbuds-Headphone-Cancellation-Waterproof/dp/B09QKXK48P/ref=sr_1_226?keywords=Gaming+headset&qid=1643272699&sr=8-226
304,"TITAN STEREO GAMING HEADSET 7.1 SURROUND SOUND, Compatible with PC/PS4/Xbox One/Switch (USB Adapter Included)",0,0,0,0,3.6,83,0,,0,https://www.amazon.in/Nitho-Titan-RGB-Gaming-Headset/dp/B07WFGXSWF/ref=sr_1_227?keywords=Gaming+headset&qid=1643272699&sr=8-227
305,"MAD CATZ The Authentic F.R.E.Q. 2 Gaming Sterio Over-Ear Headset| 40mm Neodymium Drivers | Omni-Directional Microphone |3.5mm TRRS Audio Jack, Black - AF13C1INBL000-0",0,0,0,"3,169",5.0,3,33,"Monday, January 31",1,https://www.amazon.in/Authentic-Over-Ear-Neodymium-Omni-Directional-Microphone/dp/B07J4NTMSP/ref=sr_1_228?keywords=Gaming+headset&qid=1643272699&sr=8-228
306,"Zebronics Zeb-Rush Premium Gaming Headphone with 40mm Neodymium Drivers, RGB LED, Dual 3.5mm Jack, Single pin Converter, 2m Braided Cable, Padded Headband, Flexible mic and Soft Ear Cushions (Blue)",1,0,0,999,3.5,"1,282",60,"Saturday, January 29",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A10013341N6TFIK2TNQBM&url=%2FZEBRONICS-Zeb-Rush-Headphone-Neodymium-Blue%2Fdp%2FB08TCCP2M6%2Fref%3Dsr_1_229_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643272699%26sr%3D8-229-spons%26psc%3D1&qualifier=1643272699&id=5281795451081770&widgetName=sp_btf
307,"EKSA E900 Wired Stereo Gaming Headset-Over Ear Headphones with Noise Canceling Mic, Detachable Headset Compatible with PS4, PS5, Xbox One, PC, Mac, Laptop (Blue)",1,0,0,"1,899",4.2,"5,343",30,"Friday, February 4",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A08303652ATJNDCL7QQQH&url=%2FEKSA-E900-Headset-Over-Headphones-Detachable%2Fdp%2FB097R7ZLPD%2Fref%3Dsr_1_230_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643272699%26smid%3DA15HWISSD0WLIS%26sr%3D8-230-spons%26psc%3D1&qualifier=1643272699&id=5281795451081770&widgetName=sp_btf
308,SADES SA908 Physical 7.1 Channel USB Surround Sound Stereo Gaming Headset PC Headsets Over-Ear Gaming Headphones with Microphone LED Light,1,0,0,"7,999",3.2,9,47,"Monday, January 31",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A01547101S2I0UXQ9OBZQ&url=%2FPhysical-Surround-Headsets-Headphones-Microphone%2Fdp%2FB088R7ZDGL%2Fref%3Dsr_1_225_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643273401%26sr%3D8-225-spons%26psc%3D1&qualifier=1643273401&id=7765130689436694&widgetName=sp_atf_next
309,SADES SA908 Gaming Headset Headphone Stereo 7.1 Channel USB Wired with Mic Volume Control LED Light,1,0,0,"7,999",2.2,2,0,"Monday, January 31",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A01545543PVS5N9KYELIM&url=%2FGaming-Headset-Headphone-Channel-Control%2Fdp%2FB088RCR7V4%2Fref%3Dsr_1_226_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643273401%26sr%3D8-226-spons%26psc%3D1&qualifier=1643273401&id=7765130689436694&widgetName=sp_atf_next
310,"EKSA E3 Gaming Headset for PS4, PC, Xbox One Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Laptop, Mac,Nintendo Switch Games.",0,0,0,"2,682",3.6,111,42,"Saturday, January 29",1,https://www.amazon.in/EKSA-E3-Controller-Cancelling-Headphones/dp/B08CQ6B2H6/ref=sr_1_227?keywords=Gaming+headset&qid=1643273401&sr=8-227
311,Nacon Rig 500PRO Esports Edition Gaming Headset - Special Edition - Playstation 4 (PS4/PC) [Wired] - Titanium/Black,0,0,0,"2,399",4.1,35,0,"Friday, February 4",0,https://www.amazon.in/Nacon-500PRO-Esports-Gaming-Headset/dp/B07J35GDD9/ref=sr_1_228?keywords=Gaming+headset&qid=1643273401&sr=8-228
312,"AirSound Alpha-4 Stereo Gaming Headset for Noise Cancelling Over-Ear Headphones| Adjustable Mic, Bass Surround, Soft Memory Earmuffs for All Laptop",0,0,0,799,3.2,30,60,"Saturday, January 29",1,https://www.amazon.in/AirSound-Cancelling-Over-Ear-Headphones-Adjustable/dp/B08WH9QL6Y/ref=sr_1_229?keywords=Gaming+headset&qid=1643273401&sr=8-229
313,"Punnk Funnk Punnkfunnk (K20) Gaming Headset, Over Ear Gaming Headphones with Mic, Compatible with Ps4, Xbox One, Nintendo Switch, Pc, Mac, Laptop, Black",0,0,0,"1,152",2.8,3,88,"Saturday, January 29",1,https://www.amazon.in/Punnk-Funnk-Punnkfunnk-K20-Headphones/dp/B08PWNT7D9/ref=sr_1_230?keywords=Gaming+headset&qid=1643273401&sr=8-230
314,Nx120s Stereo Headset With Foldable Microphone,0,0,0,610,3.6,265,0,"Saturday, January 29",1,https://www.amazon.in/Nx120s-Stereo-Headset-Foldable-Microphone/dp/B07VNRMZJ8/ref=sr_1_231?keywords=Gaming+headset&qid=1643273401&sr=8-231
315,"AirSound Alpha-7 Stereo Gaming Headset for Noise Cancelling Over-Ear Headphones with Mic, Neon LED, Bass Surround, Soft Memory Earmuffs for All Laptop",0,0,0,999,2.8,15,50,"Saturday, January 29",1,https://www.amazon.in/AirSound-Cancelling-Over-Ear-Headphones-Surround/dp/B08WHVZXSL/ref=sr_1_232?keywords=Gaming+headset&qid=1643273401&sr=8-232
316,"boAt Rockerz 205 Pro Wireless Neckband with Beast™ Mode, ENx™ Mode for Clear Voice Delivery, ASAP™ Charge, 10mm Drivers, IPX5, Bluetooth v5.2, 30HRS Playtime(Buoyant Blue)",0,0,0,"1,199",3.9,"2,380",52,"Saturday, January 29",1,https://www.amazon.in/boAt-Rockerz-205-Pro-Bluetooth/dp/B09JGNL1QZ/ref=sr_1_233?keywords=Gaming+headset&qid=1643273401&sr=8-233
317,truke Buds BTG3 True Wireless Earbuds with AI-Powered Noise Cancellation | Auto Play/Pause | 55ms Low Latency | Gaming Core Chipset | 48hrs Playtime | Gaming Characterized Design| Bluetooth 5.1 | IPX4,0,0,0,"1,399",4.4,216,53,"Saturday, January 29",1,https://www.amazon.in/truke-AI-Powered-Cancellation-Characterized-Bluetooth/dp/B09MWM3TS3/ref=sr_1_234?keywords=Gaming+headset&qid=1643273401&sr=8-234
318,Logitech G333 Wired Gaming Earphones with Gaming-Grade Dual Drivers with USB-C Adapter & in-line Mic and Volume Control with 3.5mm AUX - White,1,0,0,"4,245",3.8,194,15,"Saturday, January 29",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A07007131Q5LR5N9SEMEN&url=%2FLogitech-G333-Earphones-Gaming-Grade-Drivers%2Fdp%2FB08ZS7N2B3%2Fref%3Dsr_1_235_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643273401%26sr%3D8-235-spons%26psc%3D1&qualifier=1643273401&id=7765130689436694&widgetName=sp_mtf
319,GBH Fox 12 Binaural Noise Cancellation Headset Wired Headset with Mic (Black & Grey) RJ 11 Connector,1,0,0,"4,883",0,0,17,"Friday, February 4",0,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A03647522QG90Q8H8P21C&url=%2FGBH-Binaural-Cancellation-Headset-Connector%2Fdp%2FB08G56TVWK%2Fref%3Dsr_1_236_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643273401%26sr%3D8-236-spons%26psc%3D1&qualifier=1643273401&id=7765130689436694&widgetName=sp_mtf
320,"Real Buds Classic Wired Earphones with Mic, Tangle Free Cable, Black Wired Gaming Headset",0,0,0,299,0,0,25,"Thursday, February 3",0,https://www.amazon.in/Real-Classic-Earphones-Tangle-Headset/dp/B09Q2G64WN/ref=sr_1_237?keywords=Gaming+headset&qid=1643273401&sr=8-237
321,Cosmic Byte G1500 7.1 Channel USB Headset for PC with RGB LED Lights and Vibration (Black/Blue),0,0,0,"1,649",4.1,"1,419",0,"Saturday, January 29",1,https://www.amazon.in/Cosmic-Byte-G1500-Vibration-Blue/dp/B07Y8J794K/ref=sr_1_238?keywords=Gaming+headset&qid=1643273401&sr=8-238
322,"(Renewed) Corsair Void Elite RGB USB Gaming Headset (7.1 Surround Sound, Optimised Omni Direction Microphone, Customisable RGB Lighting, Microfibre Mesh Fabric Earpads, Aluminium Construction) - Black",0,0,0,"5,249",3.0,5,59,"Monday, January 31",1,https://www.amazon.in/Corsair-Microphone-Customisable-Microfibre-Construction/dp/B09BLNQNPJ/ref=sr_1_239?keywords=Gaming+headset&qid=1643273401&sr=8-239
323,"BlueFire Professional 3.5mm PS4 Gaming Headset Headphone with Mic and LED Lights for Playstation 4, Xbox one,Laptop, Computer (Blue)",0,0,0,0,4.4,848,0,,0,https://www.amazon.in/BlueFire-Professional-Headphone-Playstation-Computer/dp/B07L93HP77/ref=sr_1_240?keywords=Gaming+headset&qid=1643273401&sr=8-240
324,"Nitho ATLAS STEREO GAMING HEADSET, Compatible with PC/PS4/Xbox One/Switch (PC Adapter Included)",0,0,0,"1,499",3.8,34,0,"Saturday, January 29",1,https://www.amazon.in/STEREO-HEADSET-Compatible-Adapter-Included/dp/B08HF6TBMM/ref=sr_1_241?keywords=Gaming+headset&qid=1643273401&sr=8-241
325,"Cosmic Byte GS411 Starlight Headset with Flexible Mic for PS4, PS5 Xbox, Laptop, PC, Mobiles (CB Amber)",0,0,0,770,3.4,11,36,"Saturday, January 29",1,https://www.amazon.in/Cosmic-Byte-GS411-Starlight-Flexible/dp/B09JBRFM3R/ref=sr_1_242?keywords=Gaming+headset&qid=1643273401&sr=8-242
326,"AirSound Alpha-5 Stereo Gaming Headset for Noise Cancelling Over-Ear Headphones with Mic, RBG LED, Bass Surround, Soft Memory Earmuffs for All Laptop",0,0,0,"1,099",3.0,18,45,"Saturday, January 29",1,https://www.amazon.in/AirSound-Cancelling-Over-Ear-Headphones-Surround/dp/B08WHPG3N8/ref=sr_1_243?keywords=Gaming+headset&qid=1643273401&sr=8-243
327,GJSHOP Unicorn Headphone Glowing Plush Moving Rabbit Ears Hat Headsets Dancing Bunny Ears Pinching Airbag to Move Cartoon Animal Plush Toys | Earphones (Multicolor),0,0,0,"1,200",2.5,2,60,"Tuesday, February 1",1,https://www.amazon.in/GJSHOP-Headphone-Headsets-Earphones-Multicolor/dp/B08KY3JZGZ/ref=sr_1_244?keywords=Gaming+headset&qid=1643273401&sr=8-244
328,"iClever Headphones with Mic, Kid Headphone Rotatable Extendable Mic 94 dB Volume Safe Headset for Kids, Foldable Wired Headphone for Boys Headset for Online Class/PC/Tablet,Blue",1,0,0,"1,299",4.4,156,35,"Wednesday, February 2",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A007345536UFRNGIWOE0V&url=%2FiClever-Headphones-Microphone-Rotatable-Extendable%2Fdp%2FB08PV67DZL%2Fref%3Dsr_1_245_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643273401%26smid%3DA10RCQSUCNMNSF%26sr%3D8-245-spons%26psc%3D1&qualifier=1643273401&id=7765130689436694&widgetName=sp_btf
329,"EKSA E3 PC Headphones with Microphone, Mobile Gaming Headphones with Virtual 7.1 Surround, 3.5mm Wired Office Computer Headset with Detachable Noise Cancelling Mic, Ultra Lightweight Comfortable USB Gaming Headset for Switch, Mobile, PC, PS4/PS5, Xbox One, Laptop (Purple)",1,0,0,"1,799",4.1,"2,654",40,"Friday, February 4",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A03921162G3XLRA3QRP1U&url=%2FEKSA-Headphones-Headphones-3-5mm-Lightweight-Comfortable%2Fdp%2FB097Y2ZN3G%2Fref%3Dsr_1_246_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643273401%26smid%3DA15HWISSD0WLIS%26sr%3D8-246-spons%26psc%3D1&qualifier=1643273401&id=7765130689436694&widgetName=sp_btf
330,"SADES Gaming Headset for PS4, PC, Xbox One Controller, Noise Cancelling Over Ear Headphones with Mic,Bass Surround, Soft Memory Earmuffs for Laptop Mac Nintendo Switch Games",1,0,0,"2,999",2.0,1,50,"Monday, January 31",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A01548903GEPK1BGABA99&url=%2FController-Cancelling-Headphones-Surround-Earmuffs%2Fdp%2FB07H832RYH%2Fref%3Dsr_1_241_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643274063%26sr%3D8-241-spons%26psc%3D1&qualifier=1643274063&id=8355873919734443&widgetName=sp_atf_next
331,"SADES SA936 Gaming Headset for Xbox One, PS4, PC Gaming Headset Over Ear Headphones with Mic Light Weight Design Volume Control (Black&Blue)",1,0,0,"3,999",4.2,65,33,"Monday, January 31",1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A0154154YY0U6U0Y5L0R&url=%2FGaming-Headset-Headphones-Weight-Control%2Fdp%2FB0896WVPZR%2Fref%3Dsr_1_242_sspa%3Fkeywords%3DGaming%2Bheadset%26qid%3D1643274063%26sr%3D8-242-spons%26psc%3D1&qualifier=1643274063&id=8355873919734443&widgetName=sp_atf_next
332,"Cosmic Byte GS410 Headphones with Mic and for PS5, PS4, Xbox One, Laptop, PC, iPhone and Android Phones (Camo Black)",0,0,0,995,4.1,"18,613",0,"Monday, January 31",1,https://www.amazon.in/Cosmic-Byte-GS410-Camo-Black/dp/B0865YFT7F/ref=sr_1_243?keywords=Gaming+headset&qid=1643274063&sr=8-243
333,AuRiCal G7S Wireless Gaming Headset Cool Lightning Feature Battery Display High Bass,0,0,0,"1,578",0,0,25,"Saturday, January 29",0,https://www.amazon.in/AuRiCal-Wireless-Headset-Lightning-Feature/dp/B09QZP19XS/ref=sr_1_244?keywords=Gaming+headset&qid=1643274063&sr=8-244
334,"Cosmic Byte Blazar Wired Over-Ear Headphone with Mic for PC, Mobiles, PS5, PS4, Xbox One, Tablets (Red)",0,0,0,"1,030",4.0,"3,748",0,"Wednesday, February 2",0,https://www.amazon.in/Cosmic-Byte-Blazar-Headphone-Red/dp/B08BJDXMN6/ref=sr_1_245?keywords=Gaming+headset&qid=1643274063&sr=8-245
335,"MFTEK LED Gaming Headset with Mic and connecter for PC, Laptop, Mobile Game, Over-Ear Headphone, 3.5mm Wired Jack,Noise Cancellation and Volume Control Gaming Headset, Double bass (Red)",0,0,0,"1,499",0,0,63,"Tuesday, February 1",1,https://www.amazon.in/MFTEK-connecter-Over-Ear-Headphone-Cancellation/dp/B09PVHBT6T/ref=sr_1_246?keywords=Gaming+headset&qid=1643274063&sr=8-246
336,"AuRiCal X15 Wireless Gaming Headset, Cool Battery Display, Gaming Lights, BT Version 5.0",0,0,0,"1,672",0,0,36,"Saturday, January 29",0,https://www.amazon.in/AuRiCal-Wireless-Headset-Battery-Display/dp/B09QZNY9BK/ref=sr_1_247?keywords=Gaming+headset&qid=1643274063&sr=8-247
337,XPG Precog Gaming Headset with Virtual 7.1 Surround Sound Dual Drivers and Detachable Microphone,0,0,0,"9,799",3.4,2,46,"Monday, January 31",1,https://www.amazon.in/XPG-Drivers-Electrostatic-Dynamic-Virtual/dp/B07X6195W7/ref=sr_1_248?keywords=Gaming+headset&qid=1643274063&sr=8-248
338,"Cosmic Byte Plasma USB RGB Flexible Microphone for PC/Laptops/Mac with 15 RGB Effects, On/Off Switch",0,0,0,"1,249",4.3,77,0,"Saturday, January 29",1,https://www.amazon.in/Cosmic-Byte-Plasma-Flexible-Microphone/dp/B0982D1BXP/ref=sr_1_249?keywords=Gaming+headset&qid=1643274063&sr=8-249
